Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
15.Yellow.107,14:26.2,14:27.6,00:01.4,,,,,"""What do we have left?"""
15.Purple.200,14:27.5,14:31.7,00:04.1,,,,"Cigarette Lighter, Newspaper, Whiskey","""We have cigarette lighter, newspaper, and whiskey."""
15.Blue.163,14:27.8,14:28.7,00:00.9,,,,,"""Um."""
15.Blue.164,14:30.2,14:31.5,00:01.3,,,,Whiskey,"""And whiskey."""
15.Yellow.108,14:31.7,14:35.0,00:03.3,,,,,"""Uh, all three of those can be used for starting a fire."""
15.Purple.201,14:34.6,14:35.4,00:00.8,,,,,"""Exactly."""
15.Yellow.109,14:35.0,14:36.7,00:01.7,,,,,"""So order doesn't really matter too much."""
15.Yellow.110,14:36.7,14:41.4,00:04.7,,Proposal,,Cigarette Lighter,"""I think maybe the cigarette lighter would be the most important because you can use any can kind of tinder to spark it."""
15.Purple.202,14:40.6,14:41.6,00:00.9,,Agreement,,,"""I agree."""
15.Blue.165,14:41.5,14:42.0,00:00.5,,Agreement,,,"""Uhuh."""
15.Yellow.111,14:42.2,14:44.2,00:02.0,Negative,,,,"""Whereas it's hard to start make sparks and."""
15.Purple.203,14:42.5,14:45.8,00:03.3,Negative,,,,"""It is really hard to make that yourself."""
15.Yellow.112,14:45.4,14:45.9,00:00.5,,,,,"""Yeah."""
15.Purple.204,14:45.8,14:48.3,00:02.5,Negative,,,,"""Especially when you're cold and hungry and."""
15.Blue.166,14:47.4,14:50.9,00:03.5,,Confirmation,,,"""We've already written down two so [unclear] for three?"""
15.Orange.112,14:49.0,14:50.6,00:01.6,,,,,"""You mean three for three?"""
15.Blue.167,14:51.3,14:51.8,00:00.6,,,,,"""Yeah."""
15.Purple.205,14:51.5,14:52.6,00:01.1,,Confirmation,,,"""So, that."""
15.Orange.113,14:51.7,14:53.3,00:01.6,,Confirmation,,,"""[unclear] three."""
15.Blue.168,14:52.9,14:56.5,00:03.6,,,,"Newspaper, Whiskey","""And then do you think newspaper or alcohol is above [unclear]."""
15.Purple.206,14:53.0,14:53.5,00:00.6,,Confirmation,,,"""Three."""
15.Purple.207,14:56.5,15:00.3,00:03.8,,,,Cigarette Lighter,"""Uh, what would be more flammable if you were to use the cigarette lighter as, uh."""
15.Purple.208,15:01.1,15:02.9,00:01.8,,,,Cigarette Lighter,"""Oh wait, there's no fluid."""
15.Blue.169,15:01.4,15:02.4,00:01.0,,,,,"""I don't know."""
15.Blue.170,15:02.6,15:04.7,00:02.1,,,,,"""Actually, no no no, wait, you would --"""
15.Purple.209,15:03.9,15:06.9,00:03.0,,,,,"""You would get a spark but that's that's about it, yeah."""
15.Blue.171,15:06.1,15:08.8,00:02.6,,Proposal,,Newspaper,"""Well you think of s-newspaper, it has a dual purpose."""
15.Blue.172,15:08.8,15:11.0,00:02.2,,,,Newspaper,"""Cause you can like also insulate your boots that way."""
15.Orange.114,15:11.1,15:13.9,00:02.8,,Agreement,,Newspaper,"""Yeah it did say bring one per person [unclear]."""
15.Purple.210,15:11.1,15:12.4,00:01.3,,Agreement,,,"""Yeah that's true."""
15.Blue.173,15:12.1,15:13.5,00:01.4,,,,,"""But also one per person."""
15.Blue.174,15:13.5,15:16.3,00:02.8,,,,Newspaper,"""If you think of how many sheets there are, you can increase the surface area."""
15.Yellow.113,15:15.2,15:15.8,00:00.7,,Agreement,,,"""Yeah."""
15.Blue.175,15:16.3,15:17.9,00:01.6,,,,Newspaper,"""You don't need that much to start a fire."""
15.Purple.211,15:16.7,15:17.6,00:01.0,,,,,"""Hm."""
15.Blue.176,15:18.3,15:18.9,00:00.6,,,,,"""So."""
15.Blue.177,15:19.4,15:22.8,00:03.4,,,,Whiskey,"""Cause I mean like that's gonna be a lot lighter than carrying eighty-five proof --"""
15.Yellow.114,15:19.4,15:20.0,00:00.6,,,,,"""Are we --"""
15.Blue.178,15:22.8,15:25.7,00:02.9,,,,,"""Well actually I don't know how big a [unclear] quart, but."""
15.Purple.212,15:23.1,15:23.7,00:00.6,,,,,"""Yeah."""
15.Orange.115,15:26.2,15:29.5,00:03.3,,Proposal,,"Newspaper, Whiskey","""So put new-newspaper as like four, whiskey five?"""
15.Blue.179,15:28.5,15:28.9,00:00.4,,Agreement,,,"""Sure."""
15.Yellow.115,15:28.9,15:32.8,00:03.8,,,,Whiskey,"""A quart's like the size of a like a like oil, like a small oil."""
15.Purple.213,15:29.1,15:30.4,00:01.3,,Agreement,,,"""I think so."""
15.Purple.214,15:31.5,15:33.1,00:01.6,,,,,"""Yeah I think that's --"""
15.Blue.180,15:32.1,15:34.8,00:02.7,Positive,,,,"""Oh okay $ thanks, I was like [unclear]."""
15.Purple.215,15:33.4,15:34.8,00:01.4,,,,,"""So if it's not -- """
